geography,time,age,wisqars_rate_firearm_accident,wisqars_rate_firearm_intentional,wisqars_deaths_firearm_accident,wisqars_deaths_firearm_intentional,state_name,year
00,2001-01-01,0-14 Years,0.12,0.56,72,336,National,2001
00,2002-01-01,0-14 Years,0.1,0.58,60,352,National,2002
00,2003-01-01,0-14 Years,0.09,0.51,56,311,National,2003
00,2004-01-01,0-14 Years,0.1,0.47,63,285,National,2004
00,2005-01-01,0-14 Years,0.12,0.52,75,314,National,2005
00,2006-01-01,0-14 Years,0.09,0.58,54,348,National,2006
00,2007-01-01,0-14 Years,0.11,0.52,65,318,National,2007
00,2008-01-01,0-14 Years,0.1,0.5,62,302,National,2008
00,2009-01-01,0-14 Years,0.08,0.49,48,299,National,2009
00,2010-01-01,0-14 Years,0.1,0.49,62,301,National,2010
00,2011-01-01,0-14 Years,0.12,0.51,74,310,National,2011
00,2012-01-01,0-14 Years,0.1,0.57,58,347,National,2012
00,2013-01-01,0-14 Years,0.11,0.54,69,332,National,2013
00,2014-01-01,0-14 Years,0.08,0.66,49,400,National,2014
00,2015-01-01,0-14 Years,0.08,0.64,48,388,National,2015
00,2016-01-01,0-14 Years,0.12,0.66,74,400,National,2016
00,2017-01-01,0-14 Years,0.1,0.73,62,447,National,2017
00,2018-01-01,0-14 Years,0.09,0.75,54,454,National,2018
00,2019-01-01,0-14 Years,0.08,0.73,51,441,National,2019
00,2020-01-01,0-14 Years,0.15,1.01,93,618,National,2020
00,2021-01-01,0-14 Years,0.18,1.13,107,684,National,2021
00,2022-01-01,0-14 Years,0.14,1.11,84,668,National,2022
00,2023-01-01,0-14 Years,0.16,1.09,92,648,National,2023
00,2001-01-01,15-24 Years,0.51,15.96,206,6417,National,2001
00,2002-01-01,15-24 Years,0.51,15.89,210,6491,National,2002
00,2003-01-01,15-24 Years,0.48,15.89,200,6577,National,2003
00,2004-01-01,15-24 Years,0.41,15.04,172,6310,National,2004
00,2005-01-01,15-24 Years,0.48,15.41,203,6541,National,2005
00,2006-01-01,15-24 Years,0.45,16.07,193,6886,National,2006
00,2007-01-01,15-24 Years,0.36,15.45,155,6665,National,2007
00,2008-01-01,15-24 Years,0.3,14.94,132,6483,National,2008
00,2009-01-01,15-24 Years,0.3,14.05,132,6122,National,2009
00,2010-01-01,15-24 Years,0.33,13.76,145,6003,National,2010
00,2011-01-01,15-24 Years,0.3,13.9,130,6093,National,2011
00,2012-01-01,15-24 Years,0.27,14.25,119,6265,National,2012
00,2013-01-01,15-24 Years,0.24,13.66,107,6010,National,2013
00,2014-01-01,15-24 Years,0.25,13.59,109,5973,National,2014
00,2015-01-01,15-24 Years,0.28,15.27,121,6685,National,2015
00,2016-01-01,15-24 Years,0.28,16.81,121,7312,National,2016
00,2017-01-01,15-24 Years,0.27,17.24,117,7441,National,2017
00,2018-01-01,15-24 Years,0.3,16.76,129,7189,National,2018
00,2019-01-01,15-24 Years,0.3,16.88,128,7209,National,2019
00,2020-01-01,15-24 Years,0.3,21.42,129,9214,National,2020
00,2021-01-01,15-24 Years,0.29,22.88,125,9867,National,2021
00,2022-01-01,15-24 Years,0.28,21.02,120,9140,National,2022
00,2023-01-01,15-24 Years,0.26,19.77,113,8674,National,2023
00,2001-01-01,25-44 Years,0.32,13.08,268,11059,National,2001
00,2002-01-01,25-44 Years,0.32,13.36,266,11224,National,2002
00,2003-01-01,25-44 Years,0.29,13.17,238,10987,National,2003
00,2004-01-01,25-44 Years,0.24,12.91,197,10721,National,2004
00,2005-01-01,25-44 Years,0.3,13.41,244,11096,National,2005
00,2006-01-01,25-44 Years,0.23,13.23,187,10930,National,2006
00,2007-01-01,25-44 Years,0.22,13.52,185,11157,National,2007
00,2008-01-01,25-44 Years,0.21,13.23,174,10898,National,2008
00,2009-01-01,25-44 Years,0.21,12.88,175,10585,National,2009
00,2010-01-01,25-44 Years,0.24,13.01,198,10684,National,2010
00,2011-01-01,25-44 Years,0.18,13.08,152,10780,National,2011
00,2012-01-01,25-44 Years,0.19,13.56,154,11232,National,2012
00,2013-01-01,25-44 Years,0.16,13.58,130,11311,National,2013
00,2014-01-01,25-44 Years,0.15,13.18,124,11056,National,2014
00,2015-01-01,25-44 Years,0.16,14.81,138,12514,National,2015
00,2016-01-01,25-44 Years,0.13,16.15,113,13765,National,2016
00,2017-01-01,25-44 Years,0.18,16.29,157,14026,National,2017
00,2018-01-01,25-44 Years,0.14,15.97,125,13876,National,2018
00,2019-01-01,25-44 Years,0.15,16.14,131,14150,National,2019
00,2020-01-01,25-44 Years,0.18,19.4,157,17180,National,2020
00,2021-01-01,25-44 Years,0.18,21.16,157,18821,National,2021
00,2022-01-01,25-44 Years,0.14,20.2,124,18060,National,2022
00,2023-01-01,25-44 Years,0.13,19.15,120,17226,National,2023
00,2001-01-01,45-64 Years,0.27,10,172,6451,National,2001
00,2002-01-01,45-64 Years,0.23,10.27,151,6848,National,2002
00,2003-01-01,45-64 Years,0.22,10.39,154,7149,National,2003
00,2004-01-01,45-64 Years,0.2,10.23,141,7257,National,2004
00,2005-01-01,45-64 Years,0.24,10.26,175,7505,National,2005
00,2006-01-01,45-64 Years,0.18,10.32,133,7764,National,2006
00,2007-01-01,45-64 Years,0.18,10.36,139,7985,National,2007
00,2008-01-01,45-64 Years,0.2,10.91,156,8573,National,2008
00,2009-01-01,45-64 Years,0.15,11.12,121,8925,National,2009
00,2010-01-01,45-64 Years,0.17,11.29,139,9203,National,2010
00,2011-01-01,45-64 Years,0.18,11.4,151,9436,National,2011
00,2012-01-01,45-64 Years,0.18,11.76,148,9741,National,2012
00,2013-01-01,45-64 Years,0.17,11.69,139,9702,National,2013
00,2014-01-01,45-64 Years,0.13,11.61,107,9670,National,2014
00,2015-01-01,45-64 Years,0.13,11.88,112,9949,National,2015
00,2016-01-01,45-64 Years,0.16,12.14,130,10212,National,2016
00,2017-01-01,45-64 Years,0.12,12.55,97,10552,National,2017
00,2018-01-01,45-64 Years,0.12,12.55,96,10514,National,2018
00,2019-01-01,45-64 Years,0.14,12.25,114,10202,National,2019
00,2020-01-01,45-64 Years,0.12,12.16,101,10229,National,2020
00,2021-01-01,45-64 Years,0.11,13.09,90,10924,National,2021
00,2022-01-01,45-64 Years,0.09,13.81,78,11442,National,2022
00,2023-01-01,45-64 Years,0.1,13.67,79,11255,National,2023
00,2001-01-01,65+ Years,0.24,12.12,84,4277,National,2001
00,2002-01-01,65+ Years,0.21,12.17,75,4322,National,2002
00,2003-01-01,65+ Years,0.23,11.57,82,4150,National,2003
00,2004-01-01,65+ Years,0.21,11.36,76,4112,National,2004
00,2005-01-01,65+ Years,0.25,11.54,92,4228,National,2005
00,2006-01-01,65+ Years,0.2,11.05,75,4106,National,2006
00,2007-01-01,65+ Years,0.18,11.13,69,4210,National,2007
00,2008-01-01,65+ Years,0.18,11.53,68,4472,National,2008
00,2009-01-01,65+ Years,0.2,11.69,78,4630,National,2009
00,2010-01-01,65+ Years,0.15,11.48,62,4623,National,2010
00,2011-01-01,65+ Years,0.2,11.83,84,4893,National,2011
00,2012-01-01,65+ Years,0.16,12,69,5174,National,2012
00,2013-01-01,65+ Years,0.13,12.31,60,5495,National,2013
00,2014-01-01,65+ Years,0.16,12.48,72,5759,National,2014
00,2015-01-01,65+ Years,0.15,12.48,70,5945,National,2015
00,2016-01-01,65+ Years,0.12,12.55,57,6174,National,2016
00,2017-01-01,65+ Years,0.1,12.77,53,6483,National,2017
00,2018-01-01,65+ Years,0.1,13.17,54,6896,National,2018
00,2019-01-01,65+ Years,0.12,12.72,62,6873,National,2019
00,2020-01-01,65+ Years,0.1,12.94,55,7046,National,2020
00,2021-01-01,65+ Years,0.13,13.47,70,7527,National,2021
00,2022-01-01,65+ Years,0.1,13.95,57,8016,National,2022
00,2023-01-01,65+ Years,0.1,13.55,59,8028,National,2023
01,2001-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2001
01,2001-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2001
01,2002-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2002
01,2002-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2002
01,2003-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2003
01,2004-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2004
01,2004-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2004
01,2005-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2005
01,2005-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2005
01,2006-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2006
01,2006-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2006
01,2007-01-01,0-14 Years,NA,1.25,NA,11,Alabama,2007
01,2007-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2007
01,2008-01-01,0-14 Years,NA,1.25,NA,11,Alabama,2008
01,2008-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2008
01,2009-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2009
01,2009-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2009
01,2010-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2010
01,2010-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2010
01,2011-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2011
01,2011-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2011
01,2012-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2012
01,2012-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2012
01,2013-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2013
01,2013-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2013
01,2014-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2014
01,2014-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2014
01,2015-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2015
01,2015-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2015
01,2016-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2016
01,2016-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2016
01,2017-01-01,0-14 Years,NA,1.92,NA,16,Alabama,2017
01,2017-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2017
01,2018-01-01,0-14 Years,NA,1.57,NA,13,Alabama,2018
01,2018-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2018
01,2019-01-01,0-14 Years,NA,2.05,NA,17,Alabama,2019
01,2019-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2019
01,2020-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2020
01,2020-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2020
01,2021-01-01,0-14 Years,NA,2.62,NA,22,Alabama,2021
01,2021-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2021
01,2022-01-01,0-14 Years,NA,2.75,NA,23,Alabama,2022
01,2022-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2022
01,2023-01-01,0-14 Years,NA,2.88,NA,24,Alabama,2023
01,2023-01-01,0-14 Years,NA,NA,NA,NA,Alabama,2023
02,2001-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2001
02,2001-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2001
02,2002-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2002
02,2002-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2002
02,2003-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2003
02,2004-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2004
02,2004-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2004
02,2004-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2004
02,2005-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2005
02,2005-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2005
02,2006-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2006
02,2007-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2007
02,2008-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2008
02,2008-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2008
02,2009-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2009
02,2010-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2010
02,2011-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2011
02,2011-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2011
02,2012-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2012
02,2013-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2013
02,2013-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2013
02,2014-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2014
02,2015-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2015
02,2015-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2015
02,2016-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2016
02,2017-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2017
02,2017-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2017
02,2018-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2018
02,2018-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2018
02,2019-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2019
02,2020-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2020
02,2020-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2020
02,2021-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2021
02,2021-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2021
02,2022-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2022
02,2022-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2022
02,2023-01-01,0-14 Years,NA,NA,NA,NA,Alaska,2023
04,2001-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2001
04,2001-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2001
04,2001-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2001
04,2002-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2002
04,2002-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2002
04,2003-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2003
04,2003-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2003
04,2004-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2004
04,2004-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2004
04,2005-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2005
04,2005-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2005
04,2006-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2006
04,2006-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2006
04,2007-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2007
04,2007-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2007
04,2008-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2008
04,2008-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2008
04,2009-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2009
04,2009-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2009
04,2010-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2010
04,2010-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2010
04,2011-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2011
04,2011-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2011
04,2012-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2012
04,2012-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2012
04,2013-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2013
04,2013-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2013
04,2013-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2013
04,2014-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2014
04,2014-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2014
04,2014-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2014
04,2015-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2015
04,2015-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2015
04,2015-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2015
04,2016-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2016
04,2016-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2016
04,2016-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2016
04,2017-01-01,0-14 Years,NA,1.33,NA,10,Arizona,2017
04,2017-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2017
04,2018-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2018
04,2018-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2018
04,2019-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2019
04,2019-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2019
04,2020-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2020
04,2020-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2020
04,2021-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2021
04,2021-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2021
04,2021-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2021
04,2022-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2022
04,2022-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2022
04,2022-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2022
04,2023-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2023
04,2023-01-01,0-14 Years,NA,NA,NA,NA,Arizona,2023
05,2001-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2001
05,2001-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2001
05,2002-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2002
05,2002-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2002
05,2003-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2003
05,2003-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2003
05,2004-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2004
05,2004-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2004
05,2005-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2005
05,2005-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2005
05,2006-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2006
05,2006-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2006
05,2007-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2007
05,2007-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2007
05,2008-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2008
05,2008-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2008
05,2008-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2008
05,2009-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2009
05,2009-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2009
05,2010-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2010
05,2010-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2010
05,2011-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2011
05,2011-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2011
05,2012-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2012
05,2012-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2012
05,2013-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2013
05,2013-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2013
05,2013-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2013
05,2014-01-01,0-14 Years,NA,2.32,NA,12,Arkansas,2014
05,2015-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2015
05,2015-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2015
05,2016-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2016
05,2016-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2016
05,2017-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2017
05,2017-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2017
05,2018-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2018
05,2018-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2018
05,2019-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2019
05,2019-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2019
05,2020-01-01,0-14 Years,NA,2.18,NA,11,Arkansas,2020
05,2020-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2020
05,2021-01-01,0-14 Years,NA,2.39,NA,12,Arkansas,2021
05,2021-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2021
05,2022-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2022
05,2022-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2022
05,2023-01-01,0-14 Years,NA,2.02,NA,10,Arkansas,2023
05,2023-01-01,0-14 Years,NA,NA,NA,NA,Arkansas,2023
06,2001-01-01,0-14 Years,NA,0.59,NA,25,California,2001
06,2001-01-01,0-14 Years,NA,0.31,NA,11,California,2001
06,2001-01-01,0-14 Years,NA,NA,NA,NA,California,2001
06,2002-01-01,0-14 Years,NA,0.69,NA,29,California,2002
06,2002-01-01,0-14 Years,NA,0.5,NA,18,California,2002
06,2003-01-01,0-14 Years,NA,0.58,NA,24,California,2003
06,2003-01-01,0-14 Years,NA,0.35,NA,13,California,2003
06,2003-01-01,0-14 Years,NA,NA,NA,NA,California,2003
06,2004-01-01,0-14 Years,NA,0.47,NA,19,California,2004
06,2004-01-01,0-14 Years,NA,0.61,NA,23,California,2004
06,2005-01-01,0-14 Years,NA,0.53,NA,21,California,2005
06,2005-01-01,0-14 Years,NA,0.32,NA,12,California,2005
06,2006-01-01,0-14 Years,NA,0.57,NA,22,California,2006
06,2006-01-01,0-14 Years,NA,0.76,NA,29,California,2006
06,2007-01-01,0-14 Years,NA,0.5,NA,19,California,2007
06,2007-01-01,0-14 Years,NA,0.6,NA,23,California,2007
06,2008-01-01,0-14 Years,NA,0.51,NA,19,California,2008
06,2008-01-01,0-14 Years,NA,0.62,NA,24,California,2008
06,2009-01-01,0-14 Years,NA,0.59,NA,22,California,2009
06,2009-01-01,0-14 Years,NA,0.59,NA,23,California,2009
06,2010-01-01,0-14 Years,NA,0.41,NA,15,California,2010
06,2010-01-01,0-14 Years,NA,0.46,NA,18,California,2010
06,2011-01-01,0-14 Years,NA,0.44,NA,16,California,2011
06,2011-01-01,0-14 Years,NA,0.41,NA,16,California,2011
06,2012-01-01,0-14 Years,NA,0.33,NA,12,California,2012
06,2012-01-01,0-14 Years,NA,0.46,NA,18,California,2012
06,2013-01-01,0-14 Years,NA,0.47,NA,17,California,2013
06,2013-01-01,0-14 Years,NA,0.3,NA,12,California,2013
06,2014-01-01,0-14 Years,NA,0.3,NA,11,California,2014
06,2014-01-01,0-14 Years,NA,NA,NA,NA,California,2014
06,2015-01-01,0-14 Years,NA,NA,NA,NA,California,2015
06,2015-01-01,0-14 Years,NA,0.38,NA,15,California,2015
06,2015-01-01,0-14 Years,NA,NA,NA,NA,California,2015
06,2016-01-01,0-14 Years,NA,0.39,NA,14,California,2016
06,2016-01-01,0-14 Years,NA,NA,NA,NA,California,2016
06,2016-01-01,0-14 Years,NA,NA,NA,NA,California,2016
06,2017-01-01,0-14 Years,NA,0.39,NA,14,California,2017
06,2017-01-01,0-14 Years,NA,NA,NA,NA,California,2017
06,2018-01-01,0-14 Years,NA,0.36,NA,13,California,2018
06,2018-01-01,0-14 Years,NA,0.34,NA,13,California,2018
06,2018-01-01,0-14 Years,NA,NA,NA,NA,California,2018
06,2019-01-01,0-14 Years,NA,NA,NA,NA,California,2019
06,2019-01-01,0-14 Years,NA,0.39,NA,15,California,2019
06,2020-01-01,0-14 Years,NA,0.5,NA,18,California,2020
06,2020-01-01,0-14 Years,NA,0.4,NA,15,California,2020
06,2021-01-01,0-14 Years,NA,0.43,NA,15,California,2021
06,2021-01-01,0-14 Years,NA,0.46,NA,17,California,2021
06,2022-01-01,0-14 Years,NA,NA,NA,NA,California,2022
06,2022-01-01,0-14 Years,NA,0.39,NA,14,California,2022
06,2023-01-01,0-14 Years,NA,0.45,NA,15,California,2023
06,2023-01-01,0-14 Years,NA,0.34,NA,12,California,2023
08,2001-01-01,0-14 Years,NA,1.99,NA,14,Colorado,2001
08,2001-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2001
08,2002-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2002
08,2002-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2002
08,2003-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2003
08,2003-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2003
08,2004-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2004
08,2004-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2004
08,2005-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2005
08,2005-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2005
08,2006-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2006
08,2006-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2006
08,2007-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2007
08,2007-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2007
08,2008-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2008
08,2008-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2008
08,2009-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2009
08,2009-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2009
08,2010-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2010
08,2010-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2010
08,2011-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2011
08,2011-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2011
08,2012-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2012
08,2012-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2012
08,2013-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2013
08,2013-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2013
08,2014-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2014
08,2014-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2014
08,2015-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2015
08,2015-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2015
08,2016-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2016
08,2016-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2016
08,2017-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2017
08,2017-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2017
08,2018-01-01,0-14 Years,NA,1.53,NA,11,Colorado,2018
08,2018-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2018
08,2019-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2019
08,2019-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2019
08,2020-01-01,0-14 Years,NA,1.84,NA,13,Colorado,2020
08,2020-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2020
08,2020-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2020
08,2021-01-01,0-14 Years,NA,1.74,NA,12,Colorado,2021
08,2021-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2021
08,2021-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2021
08,2022-01-01,0-14 Years,NA,2.08,NA,14,Colorado,2022
08,2022-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2022
08,2023-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2023
08,2023-01-01,0-14 Years,NA,NA,NA,NA,Colorado,2023
09,2001-01-01,0-14 Years,NA,NA,NA,NA,Connecticut,2001
