Session Title,Percentage with Has Any Encounters? preceded by Immunizations: MMR receipt within 10 years and Number of Patients by Age at Encounter in Years Range and State of Residence,,,,
Session ID,2776947,,,,
Data Model,Patients,,,,
Population Base,All Patients,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"State of Residence: Texas AND (Billed Procedures: INITIAL PREVENTIVE MEDICINE NEW PT AGE 5-11 YRS 99383, INITIAL PREVENTIVE MEDICINE NEW PT AGE 1-4 YRS 99382, INITIAL PREVENTIVE MEDICINE NEW PATIENT <1YEAR 99381, PERIODIC PREVENTIVE MED EST PATIENT 5-11YRS 99393, PERIODIC PREVENTIVE MED EST PATIENT 1-4YRS 99392, PERIODIC PREVENTIVE MED ESTABLISHED PATIENT <1Y 99391 OR Encounter Type: Well Child OR Diagnosis (All): Encounter for newborn, infant and child health examinations( ICD-10-CM: Z00.1 )) AND Has Any Encounters?",,,,
Session Date Range,1/1/2018 - 10/30/2025,,,,
Export User,Daniel Weinberger,,,,
Date of Export,1/6/2026,,,,
,,,,,
,,,,,
,,,Measures,Percentage with Has Any Encounters? preceded by Immunizations: MMR receipt within 10 years (%),Number of Patients
Age at Encounter in Years,State of Residence,Year,Month,,
,,,Oct 1 – Oct 30,94.96%,7601
? 4 and < 5 Years,Texas,2018,Jan,96.12%,3843
,,,Feb,96.54%,3752
,,,Mar,96.59%,5155
,,,Apr,96.74%,5640
,,,May,97.09%,5558
,,,Jun,96.94%,5001
,,,Jul,96.80%,6187
,,,Aug,96.61%,9062
,,,Sep,96.55%,5010
,,,Oct,97.10%,5657
,,,Nov,96.89%,4826
,,,Dec,96.58%,3800
,,2019,Jan,97.05%,5385
,,,Feb,97.13%,5287
,,,Mar,97.18%,4994
,,,Apr,97.15%,6283
,,,May,96.77%,5725
,,,Jun,97.67%,5074
,,,Jul,97.28%,6912
,,,Aug,96.57%,8857
,,,Sep,96.83%,5386
,,,Oct,97.30%,5916
,,,Nov,97.24%,4739
,,,Dec,97.50%,4248
,,2020,Jan,97.65%,5448
,,,Feb,97.40%,5121
,,,Mar,97.81%,3425
,,,Apr,98.36%,1890
,,,May,97.96%,4665
,,,Jun,97.87%,6653
,,,Jul,97.77%,6508
,,,Aug,97.27%,7792
,,,Sep,97.24%,6968
,,,Oct,97.87%,6910
,,,Nov,97.51%,5416
,,,Dec,97.96%,4753
,,2021,Jan,97.72%,5258
,,,Feb,97.35%,4194
,,,Mar,97.53%,6475
,,,Apr,97.08%,6542
,,,May,96.90%,5742
,,,Jun,97.06%,6352
,,,Jul,96.67%,7299
,,,Aug,96.25%,9003
,,,Sep,96.95%,5997
,,,Oct,96.99%,6039
,,,Nov,96.43%,5740
,,,Dec,96.75%,4899
,,2022,Jan,96.87%,5176
,,,Feb,97.31%,5173
,,,Mar,96.93%,6509
,,,Apr,96.70%,6457
,,,May,96.94%,6314
,,,Jun,96.98%,6488
,,,Jul,96.81%,6797
,,,Aug,95.86%,10135
,,,Sep,96.20%,6718
,,,Oct,96.77%,6003
,,,Nov,96.32%,5469
,,,Dec,96.89%,4786
,,2023,Jan,96.23%,5732
,,,Feb,96.87%,5806
,,,Mar,96.43%,6692
,,,Apr,95.80%,6826
,,,May,96.41%,7138
,,,Jun,96.65%,6696
,,,Jul,96.24%,7573
,,,Aug,95.95%,10343
,,,Sep,96.45%,6618
,,,Oct,96.51%,6829
,,,Nov,96.54%,6074
,,,Dec,96.09%,4966
,,2024,Jan,96.48%,6568
,,,Feb,96.30%,6889
,,,Mar,96.33%,6624
,,,Apr,96.48%,8133
,,,May,96.66%,7313
,,,Jun,96.33%,6711
,,,Jul,96.38%,8402
,,,Aug,95.60%,10852
,,,Sep,96.29%,7232
,,,Oct,95.97%,7290
,,,Nov,95.87%,5926
,,,Dec,96.53%,5362
,,2025,Jan,96.23%,6628
,,,Feb,96.14%,6763
,,,Mar,96.07%,7625
,,,Apr,96.00%,8198
,,,May,96.57%,7209
,,,Jun,96.11%,7145
,,,Jul,95.88%,9262
,,,Aug,95.50%,9779
,,,Sep,95.92%,7518
,,,Oct 1 – Oct 30,96.08%,7263
,"Total: Total includes all data under the ? 4 and &lt; 5 Years bucket, including data from rows not currently displayed.",2018,Jan,96.12%,3843
,,,Feb,96.54%,3752
,,,Mar,96.59%,5155
,,,Apr,96.74%,5640
,,,May,97.09%,5558
,,,Jun,96.94%,5001
,,,Jul,96.80%,6187
,,,Aug,96.61%,9062
,,,Sep,96.55%,5010
,,,Oct,97.10%,5657
,,,Nov,96.89%,4826
,,,Dec,96.58%,3800
,,2019,Jan,97.05%,5385
,,,Feb,97.13%,5287
,,,Mar,97.18%,4994
,,,Apr,97.15%,6283
,,,May,96.77%,5725
,,,Jun,97.67%,5074
,,,Jul,97.28%,6912
,,,Aug,96.57%,8857
,,,Sep,96.83%,5386
,,,Oct,97.30%,5916
,,,Nov,97.24%,4739
,,,Dec,97.50%,4248
,,2020,Jan,97.65%,5448
,,,Feb,97.40%,5121
,,,Mar,97.81%,3425
,,,Apr,98.36%,1890
,,,May,97.96%,4665
,,,Jun,97.87%,6653
,,,Jul,97.77%,6508
,,,Aug,97.27%,7792
,,,Sep,97.24%,6968
,,,Oct,97.87%,6910
,,,Nov,97.51%,5416
,,,Dec,97.96%,4753
,,2021,Jan,97.72%,5258
,,,Feb,97.35%,4194
,,,Mar,97.53%,6475
,,,Apr,97.08%,6542
,,,May,96.90%,5742
,,,Jun,97.06%,6352
,,,Jul,96.67%,7299
,,,Aug,96.25%,9003
,,,Sep,96.95%,5997
,,,Oct,96.99%,6039
,,,Nov,96.43%,5740
,,,Dec,96.75%,4899
,,2022,Jan,96.87%,5176
,,,Feb,97.31%,5173
,,,Mar,96.93%,6509
,,,Apr,96.70%,6457
,,,May,96.94%,6314
,,,Jun,96.98%,6488
,,,Jul,96.81%,6797
,,,Aug,95.86%,10135
,,,Sep,96.20%,6718
,,,Oct,96.77%,6003
,,,Nov,96.32%,5469
,,,Dec,96.89%,4786
,,2023,Jan,96.23%,5732
,,,Feb,96.87%,5806
,,,Mar,96.43%,6692
,,,Apr,95.80%,6826
,,,May,96.41%,7138
,,,Jun,96.65%,6696
,,,Jul,96.24%,7573
,,,Aug,95.95%,10343
,,,Sep,96.45%,6618
,,,Oct,96.51%,6829
,,,Nov,96.54%,6074
,,,Dec,96.09%,4966
,,2024,Jan,96.48%,6568
,,,Feb,96.30%,6889
,,,Mar,96.33%,6624
,,,Apr,96.48%,8133
,,,May,96.66%,7313
,,,Jun,96.33%,6711
,,,Jul,96.38%,8402
,,,Aug,95.60%,10852
,,,Sep,96.29%,7232
,,,Oct,95.97%,7290
,,,Nov,95.87%,5926
,,,Dec,96.53%,5362
,,2025,Jan,96.23%,6628
,,,Feb,96.14%,6763
,,,Mar,96.07%,7625
,,,Apr,96.00%,8198
,,,May,96.57%,7209
,,,Jun,96.11%,7145
,,,Jul,95.88%,9262
,,,Aug,95.50%,9779
,,,Sep,95.92%,7518
,,,Oct 1 – Oct 30,96.08%,7263
5 Years or more,Texas,2018,Jan,96.64%,16493
,,,Feb,96.33%,15998
,,,Mar,96.76%,23069
,,,Apr,96.72%,22656
,,,May,96.83%,21800
,,,Jun,97.26%,26067
,,,Jul,97.58%,32496
,,,Aug,96.86%,45849
,,,Sep,96.88%,24626
,,,Oct,96.87%,29902
,,,Nov,96.78%,24069
,,,Dec,96.70%,18019
,,2019,Jan,96.88%,22755
,,,Feb,96.85%,21796
,,,Mar,97.00%,22461
,,,Apr,96.92%,24834
,,,May,97.10%,22971
,,,Jun,97.56%,28004
,,,Jul,97.28%,36933
,,,Aug,97.01%,45139
,,,Sep,97.10%,27017
,,,Oct,97.08%,32043
,,,Nov,97.28%,24890
,,,Dec,96.82%,20920
,,2020,Jan,97.15%,24344
,,,Feb,97.05%,22947
,,,Mar,97.12%,13761
,,,Apr,96.02%,1407
,,,May,97.89%,16101
,,,Jun,97.93%,30761
,,,Jul,97.67%,32796
,,,Aug,97.23%,38829
,,,Sep,97.50%,34328
,,,Oct,97.56%,40756
,,,Nov,97.46%,31423
,,,Dec,97.61%,26872
,,2021,Jan,97.56%,24909
,,,Feb,97.42%,20629
,,,Mar,97.40%,33174
,,,Apr,96.94%,30083
,,,May,96.86%,25770
,,,Jun,97.05%,36393
,,,Jul,96.84%,39953
,,,Aug,96.68%,47118
,,,Sep,97.04%,31389
,,,Oct,97.07%,36013
,,,Nov,97.12%,33429
,,,Dec,96.79%,26972
,,2022,Jan,96.89%,26081
,,,Feb,97.02%,25894
,,,Mar,96.90%,31929
,,,Apr,96.88%,29251
,,,May,96.97%,26960
,,,Jun,97.16%,34528
,,,Jul,97.04%,38197
,,,Aug,96.72%,52054
,,,Sep,96.73%,36739
,,,Oct,96.91%,36443
,,,Nov,96.82%,31648
,,,Dec,96.84%,25603
,,2023,Jan,96.73%,28332
,,,Feb,96.92%,29330
,,,Mar,96.81%,35215
,,,Apr,96.59%,30873
,,,May,96.79%,32357
,,,Jun,96.87%,38404
,,,Jul,96.98%,43119
,,,Aug,96.72%,55007
,,,Sep,96.76%,36805
,,,Oct,96.75%,39590
,,,Nov,96.65%,35151
,,,Dec,96.57%,28073
,,2024,Jan,96.48%,31797
,,,Feb,96.29%,34706
,,,Mar,96.36%,34554
,,,Apr,96.51%,37160
,,,May,96.34%,35167
,,,Jun,96.59%,39331
,,,Jul,96.45%,49259
,,,Aug,96.14%,58175
,,,Sep,96.16%,41956
,,,Oct,96.25%,44826
,,,Nov,96.19%,36052
,,,Dec,96.08%,31321
,,2025,Jan,96.23%,34231
,,,Feb,96.03%,35497
,,,Mar,96.05%,38875
,,,Apr,95.98%,39931
,,,May,96.14%,35009
,,,Jun,96.36%,42765
,,,Jul,96.35%,55766
,,,Aug,95.68%,56096
,,,Sep,95.93%,44630
,,,Oct 1 – Oct 30,95.85%,44382
,"Total: Total includes all data under the 5 Years or more bucket, including data from rows not currently displayed.",2018,Jan,96.64%,16493
,,,Feb,96.33%,15998
,,,Mar,96.76%,23069
,,,Apr,96.72%,22656
,,,May,96.83%,21800
,,,Jun,97.26%,26067
,,,Jul,97.58%,32496
,,,Aug,96.86%,45849
,,,Sep,96.88%,24626
,,,Oct,96.87%,29902
,,,Nov,96.78%,24069
,,,Dec,96.70%,18019
,,2019,Jan,96.88%,22755
,,,Feb,96.85%,21796
,,,Mar,97.00%,22461
,,,Apr,96.92%,24834
,,,May,97.10%,22971
,,,Jun,97.56%,28004
,,,Jul,97.28%,36933
,,,Aug,97.01%,45139
,,,Sep,97.10%,27017
,,,Oct,97.08%,32043
,,,Nov,97.28%,24890
,,,Dec,96.82%,20920
,,2020,Jan,97.15%,24344
,,,Feb,97.05%,22947
,,,Mar,97.12%,13761
,,,Apr,96.02%,1407
,,,May,97.89%,16101
,,,Jun,97.93%,30761
,,,Jul,97.67%,32796
,,,Aug,97.23%,38829
,,,Sep,97.50%,34328
,,,Oct,97.56%,40756
,,,Nov,97.46%,31423
,,,Dec,97.61%,26872
,,2021,Jan,97.56%,24909
,,,Feb,97.42%,20629
,,,Mar,97.40%,33174
,,,Apr,96.94%,30083
,,,May,96.86%,25770
,,,Jun,97.05%,36393
,,,Jul,96.84%,39953
,,,Aug,96.68%,47118
,,,Sep,97.04%,31389
,,,Oct,97.07%,36013
,,,Nov,97.12%,33429
,,,Dec,96.79%,26972
,,2022,Jan,96.89%,26081
,,,Feb,97.02%,25894
,,,Mar,96.90%,31929
,,,Apr,96.88%,29251
,,,May,96.97%,26960
,,,Jun,97.16%,34528
,,,Jul,97.04%,38197
,,,Aug,96.72%,52054
,,,Sep,96.73%,36739
,,,Oct,96.91%,36443
,,,Nov,96.82%,31648
,,,Dec,96.84%,25603
,,2023,Jan,96.73%,28332
,,,Feb,96.92%,29330
,,,Mar,96.81%,35215
,,,Apr,96.59%,30873
,,,May,96.79%,32357
,,,Jun,96.87%,38404
,,,Jul,96.98%,43119
,,,Aug,96.72%,55007
,,,Sep,96.76%,36805
,,,Oct,96.75%,39590
,,,Nov,96.65%,35151
,,,Dec,96.57%,28073
,,2024,Jan,96.48%,31797
,,,Feb,96.29%,34706
,,,Mar,96.36%,34554
,,,Apr,96.51%,37160
,,,May,96.34%,35167
,,,Jun,96.59%,39331
,,,Jul,96.45%,49259
,,,Aug,96.14%,58175
,,,Sep,96.16%,41956
,,,Oct,96.25%,44826
,,,Nov,96.19%,36052
,,,Dec,96.08%,31321
,,2025,Jan,96.23%,34231
,,,Feb,96.03%,35497
,,,Mar,96.05%,38875
,,,Apr,95.98%,39931
,,,May,96.14%,35009
,,,Jun,96.36%,42765
,,,Jul,96.35%,55766
,,,Aug,95.68%,56096
,,,Sep,95.93%,44630
,,,Oct 1 – Oct 30,95.85%,44382
No value,Texas,2018,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2019,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2020,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2021,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2022,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2023,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2024,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2025,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct 1 – Oct 30,-,10 or fewer
,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",2018,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2019,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2020,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2021,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2022,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2023,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2024,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct,-,10 or fewer
,,,Nov,-,10 or fewer
,,,Dec,-,10 or fewer
,,2025,Jan,-,10 or fewer
,,,Feb,-,10 or fewer
,,,Mar,-,10 or fewer
,,,Apr,-,10 or fewer
,,,May,-,10 or fewer
,,,Jun,-,10 or fewer
,,,Jul,-,10 or fewer
,,,Aug,-,10 or fewer
,,,Sep,-,10 or fewer
,,,Oct 1 – Oct 30,-,10 or fewer
"Total: Total includes all data, including data from rows not currently displayed.",Texas,2018,Jan,53.73%,68527
,,,Feb,55.38%,63565
,,,Mar,56.77%,86612
,,,Apr,58.11%,84704
,,,May,57.02%,84307
,,,Jun,59.31%,82498
,,,Jul,62.74%,92745
,,,Aug,66.59%,115756
,,,Sep,59.40%,82072
,,,Oct,59.80%,96641
,,,Nov,57.88%,83219
,,,Dec,54.31%,71162
,,2019,Jan,55.87%,89413
,,,Feb,57.88%,81237
,,,Mar,56.63%,83634
,,,Apr,58.89%,89826
,,,May,57.15%,86715
,,,Jun,59.83%,87160
,,,Jul,63.16%,103820
,,,Aug,66.24%,115417
,,,Sep,58.99%,89809
,,,Oct,60.39%,101146
,,,Nov,58.73%,81946
,,,Dec,54.41%,81305
,,2020,Jan,56.61%,93667
,,,Feb,57.43%,83726
,,,Mar,48.54%,66012
,,,Apr,29.97%,43806
,,,May,52.10%,73097
,,,Jun,61.11%,97402
,,,Jul,60.89%,96901
,,,Aug,63.64%,104641
,,,Sep,61.77%,103062
,,,Oct,64.26%,112176
,,,Nov,61.31%,93712
,,,Dec,57.64%,91753
,,2021,Jan,57.28%,90389
,,,Feb,56.50%,74901
,,,Mar,59.72%,111618
,,,Apr,60.48%,101866
,,,May,57.52%,92159
,,,Jun,60.80%,110036
,,,Jul,63.13%,111193
,,,Aug,64.39%,122987
,,,Sep,58.80%,103184
,,,Oct,60.48%,110091
,,,Nov,58.93%,105175
,,,Dec,55.95%,95778
,,2022,Jan,55.04%,99356
,,,Feb,56.34%,96218
,,,Mar,57.52%,113319
,,,Apr,57.93%,104482
,,,May,56.81%,101063
,,,Jun,59.05%,109226
,,,Jul,61.56%,108907
,,,Aug,64.26%,139279
,,,Sep,59.65%,115191
,,,Oct,59.36%,112979
,,,Nov,57.65%,104423
,,,Dec,54.56%,96100
,,2023,Jan,55.28%,109204
,,,Feb,57.35%,105153
,,,Mar,58.33%,120300
,,,Apr,59.01%,105568
,,,May,58.11%,114350
,,,Jun,59.96%,116777
,,,Jul,62.30%,120060
,,,Aug,65.01%,145238
,,,Sep,59.99%,114773
,,,Oct,58.90%,125073
,,,Nov,57.77%,115860
,,,Dec,55.02%,102571
,,2024,Jan,55.21%,122302
,,,Feb,57.76%,121773
,,,Mar,57.48%,119434
,,,Apr,58.65%,129953
,,,May,57.94%,122787
,,,Jun,58.97%,122131
,,,Jul,61.43%,140355
,,,Aug,63.73%,158781
,,,Sep,59.20%,131960
,,,Oct,58.97%,141094
,,,Nov,57.35%,117095
,,,Dec,54.35%,118347
,,2025,Jan,55.48%,129680
,,,Feb,57.33%,125123
,,,Mar,58.14%,134198
,,,Apr,59.48%,136027
,,,May,58.08%,125200
,,,Jun,60.51%,131993
,,,Jul,64.00%,151619
,,,Aug,64.76%,151015
,,,Sep,60.65%,138525
,,,Oct 1 – Oct 30,60.05%,137839
,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",2018,Jan,53.73%,68527
,,,Feb,55.38%,63565
,,,Mar,56.77%,86612
,,,Apr,58.11%,84704
,,,May,57.02%,84307
,,,Jun,59.31%,82498
,,,Jul,62.74%,92745
,,,Aug,66.59%,115756
,,,Sep,59.40%,82072
,,,Oct,59.80%,96641
,,,Nov,57.88%,83219
,,,Dec,54.31%,71162
,,2019,Jan,55.87%,89413
,,,Feb,57.88%,81237
,,,Mar,56.63%,83634
,,,Apr,58.89%,89826
,,,May,57.15%,86715
,,,Jun,59.83%,87160
,,,Jul,63.16%,103820
,,,Aug,66.24%,115417
,,,Sep,58.99%,89809
,,,Oct,60.39%,101146
,,,Nov,58.73%,81946
,,,Dec,54.41%,81305
,,2020,Jan,56.61%,93667
,,,Feb,57.43%,83726
,,,Mar,48.54%,66012
,,,Apr,29.97%,43806
,,,May,52.10%,73097
,,,Jun,61.11%,97402
,,,Jul,60.89%,96901
,,,Aug,63.64%,104641
,,,Sep,61.77%,103062
,,,Oct,64.26%,112176
,,,Nov,61.31%,93712
,,,Dec,57.64%,91753
,,2021,Jan,57.28%,90389
,,,Feb,56.50%,74901
,,,Mar,59.72%,111618
,,,Apr,60.48%,101866
,,,May,57.52%,92159
,,,Jun,60.80%,110036
,,,Jul,63.13%,111193
,,,Aug,64.39%,122987
,,,Sep,58.80%,103184
,,,Oct,60.48%,110091
,,,Nov,58.93%,105175
,,,Dec,55.95%,95778
,,2022,Jan,55.04%,99356
,,,Feb,56.34%,96218
,,,Mar,57.52%,113319
,,,Apr,57.93%,104482
,,,May,56.81%,101063
,,,Jun,59.05%,109226
,,,Jul,61.56%,108907
,,,Aug,64.26%,139279
,,,Sep,59.65%,115191
,,,Oct,59.36%,112979
,,,Nov,57.65%,104423
,,,Dec,54.56%,96100
,,2023,Jan,55.28%,109204
,,,Feb,57.35%,105153
,,,Mar,58.33%,120300
,,,Apr,59.01%,105568
,,,May,58.11%,114350
,,,Jun,59.96%,116777
,,,Jul,62.30%,120060
,,,Aug,65.01%,145238
,,,Sep,59.99%,114773
,,,Oct,58.90%,125073
,,,Nov,57.77%,115860
,,,Dec,55.02%,102571
,,2024,Jan,55.21%,122302
,,,Feb,57.76%,121773
,,,Mar,57.48%,119434
,,,Apr,58.65%,129953
,,,May,57.94%,122787
,,,Jun,58.97%,122131
,,,Jul,61.43%,140355
,,,Aug,63.73%,158781
,,,Sep,59.20%,131960
,,,Oct,58.97%,141094
,,,Nov,57.35%,117095
,,,Dec,54.35%,118347
,,2025,Jan,55.48%,129680
,,,Feb,57.33%,125123
,,,Mar,58.14%,134198
,,,Apr,59.48%,136027
,,,May,58.08%,125200
,,,Jun,60.51%,131993
,,,Jul,64.00%,151619
,,,Aug,64.76%,151015
,,,Sep,60.65%,138525
,,,Oct 1 – Oct 30,60.05%,137839
